Author,Reviews,Location,Ratings,Review Title,Review Text,Date of Experience
Nimoi Mahe Finau,1,AU,5,Fastest easiest and cheapest money transfer,"It’s the best, fast and easy to use sending money to my families and relatives overseas. I recommend to used money gram thank you for saving us time we can just directly used 24hrs from where ever we are just in one click and trustworthy but not only that their fees are cheaper I highly recommend to continuing use money gram. Thank you",2023-05-11
Lit,1,AU,5,Quick easy and fast,No review text,2023-05-03
Michael,3,AU,5,Fast money transfer and always up to date info on transfer notifications,Excellent service Fast money transfer and app is easy to use,2023-05-08
Alexandru,2,AU,5,Fast service,No review text,2023-05-09
Alcino,1,AU,5,Need operate on su day in Timor Leste…,Need operate on su day in Timor Leste as well,2023-05-11
Sanjeeta,1,AU,1,My receiver did not receive the money…,My receiver did not receive the money and was asked to contact the money gram. It was caused inconvenience to me and my receiver as the transaction is not processed on time,2023-05-11
Norma,1,AU,5,Very reliable n fast,No review text,2023-05-10
Ruth ,2,AU,5,Excellent service international transfer,Very reliable and good service to avoid scam sending money to friends in Zambia for 2 years.,2023-05-11
Abdulrahman,3,AU,5,Excellent platform to send money,No review text,2023-05-10
Daniel Lane,3,AU,4,Very fast and reasonable fees,Very fast and reasonable fees. The website sending process seems a little out dated and clunky.. needs to be updated to be more user friendly and smoother,2023-05-10
Pepe,2,AU,5,Quick,"Quick, easy and trustworthy.",2023-05-10
Christine,1,AU,5,Convenient remittance,"Convenient remittance, Helpful.",2023-04-30
Boas,1,US,5,My transaction was received on time,No review text,2023-05-10
Marites Taylor,1,US,5,Hassle free.,"Easy,convenience, fair currency rate, and good customer service.",2023-05-06
Malotoamalietausamoa,1,US,5,INSTANT HELP,"YOUR PROMPT RESPONSE AND INSTANT GRATIFICATION PLEASES ME MOST. THANK YOU, GREAT SERVICE…🙏🙏🙏🙏🙏🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",2023-05-11
Nurbol,1,US,5,Everything is perfect,No review text,2023-05-11
Haiam,1,GB,5,I've found it very easy and…,I've found it very easy and straightforward  experience  using moneygram app,2023-05-04
Olivia,3,GB,5,Very good service,No review text,2023-05-05
Tomasia,1,GB,5,Because of this company I send money so…,Because of this company I send money so  faster and easier 👏🏻🙏,2023-05-10
Rancle,1,US,5,Jenny,Everything is doing well,2023-05-11
Charlene,1,AE,5,Easy way to send money,Accessibility,2023-05-06
Michael Alphonso ,9,US,5,Easy to access and make remittance to loved ones,Great services and easy access to the web site.,2023-05-05
Anonymous,4,GB,5,Easy to manage money Transfer,"Easy to manage money Transfer, currency exchange rate was transparent for you to know exchange rate the other party will receive. Which is good to know .",2023-05-03
Abdallah,1,US,5,Excellent service,No review text,2023-05-06
Julio,1,US,1,Terrible system. No loyalty,Terrible system.. please give a discount for being a great longtime customer,2023-05-09
Sara,1,US,5,Very easy to use and on time,Good experience with this app,2023-05-06
Lorna Tarn,6,IN,5,Quick and efficient way to send money,MoneyGram was easy to sign up to and they executed my order efficiently and without delay.,2023-05-04
Nelson Perez,2,US,5,Makes life alot easier and the price I…,"Makes life alot easier and the price I love it! Quick service and no driving around, can't beat that!",2023-05-11
Loren H,5,US,5,Moneygram is the only company I trust…,Moneygram is the only company I trust when sending money overseas to my family. Secure and fast.,2023-05-04
Mr Ahmed,9,GB,5,Exchange rates are competitive,"I have been using MoneyGram for 20 years now because, the exchange rate are competitive and you can also send money to wide range of countries as compared to the new comers. I love it.",2023-05-05
Alecia,1,US,5,Very fast and efficient,No review text,2023-04-21
Julie,2,US,5,Love using MoneyGram it’s been a…,Love using MoneyGram it’s been a while.Very helpful and fast transaction which I like the most 👍🏻Thanks for existing.,2023-05-11
Clifford de Silva,13,GB,5,Easy to register on the App,Easy to register on the App. Very user friendly with notifications to help keep you informed and at ease with the whole process. Thanks,2023-05-10
Alfredo Toro,3,US,5,Transaction price,Better prices than the competition. Cannot complain,2023-05-02
...,1,GB,4,.. ..,...........,2023-04-26
derrick forrester,3,US,5,Reasonable fee,"App easy to navigate, fees reasonable and good customer service.",2023-05-11
Seymour,2,US,5,Great..!fast..❤️👍😁👏😎,No review text,2023-05-11
M D,6,GB,5,Best wishes,N/A no comment,2023-05-10
H. P.,3,DE,5,Das hat super funktioniert,No review text,2023-04-11
Malotumau,1,US,5,Easy and convenient to me,No review text,2023-05-11
Claudette,14,GB,5,Use this service every few months and…,Use this service every few months and it's an easy and safe way to transfer money to a family member.,2023-05-10
Nandakumar,1,GB,5,Excellent app.fast transfer money,No review text,2023-04-28
Jean,1,US,5,The app is so easy to use and they keep…,The app is so easy to use and they keep me up to date as to send time and pickup time in real time. I like that.,2023-04-21
Jacqueline,1,US,5,Service is quick and efficient,"I am able to be in the comfort of my home and have my transaction done quick , easy and accurately",2023-05-10
Helen Aitken,2,GB,5,Everything went smoothly,Everything went smoothly. Easy to understand.,2023-05-01
Smart buyer,2,US,5,I can send money my family members…,"I can send money my family members abroad. Sending money with MoneyGram easy, safe and secured.",2023-05-08
Kadi,1,PK,5,I'm really happy using moneygram.,No review text,2023-05-03
 Very good service ,6,GB,5,Good 👍,Very good service,2023-05-10
Ahsan Ashfaque,1,US,5,Fast and easy and safe.,Fast safe and accurate.,2023-05-08
WROTEN/STUART LEE,8,US,5,It saved a lot of time doing this at…,It saved a lot of time doing this at home online at the time needed. Vice going to Walmart and doing it. With long lines and if even a person was even there. I prefer to do it online from here on out.,2023-05-10
Fahimullah,1,US,5,Appreciated,No review text,2023-05-11
Regis,1,US,5,happy customer,Low costsEasy to use application,2023-05-11
Salem,1,PS,4,I have good experience with MoneyGram…,I have good experience with MoneyGram except when they hold the money for me to verify the destination of the fund even though I have been sending the funds to my wife’s bank account for a long time which delays her receiving those funds to pay bills and expenses.,2023-03-14
Mikerlyne,1,US,3,Money take too much days to deposit on…,Money take too much days to deposit on the account in Haiti 🇭🇹.,2023-05-11
YVONNE NIES,1,US,3,i liked the quickness of the response…,"i liked the quickness of the response to inputting material into the website.  I found for the most part transfers ran smoothly.  Only once did i have a problem with money transfer being ""sent, in process, and received"" when it was not.  It was sent at 1025 am and showed received at 525 am.  The recieveing party did not pick it up before it was sent obviously and never did get this money.   she did get the other transactions the day before and that same afternoon but not this transfer.  I have not had a resolution to this incident yet.  The ""live chat"" people were pleasant and started a ""ticket"" to resolve it.  I personally prefer to be able to talk to a ""live person"" to decrease time interaction and be able to answer and ask questions quickly.     Overall, i have been satisfied with the process",2023-05-09
david,3,GB,5,Online straight forward,No review text,2023-05-07
Jeaneth,1,US,5,Send money to my family is very easy.,No review text,2023-05-09
Luis,1,US,3,The password change is annoying,No review text,2023-05-10
Veton,1,US,5,Everything great,No review text,2023-05-07
Lydia,1,US,5,Fast online service through the App,Fast service online through the App. Been using it for a few years and never had a problem.,2023-05-09
James Holford,2,US,5,I like the convenience and how easy the…,I like the convenience and how easy the set up was.,2023-05-08
Marie,2,GB,5,Highly recommended,"Keep the sender upsated about the transfer, can easily be used and safe guarding of information",2023-04-04
Gabriele,1,US,2,Most of the time the place where the…,Most of the time the place where the receiver has to do the money pick up don’t have enough cash to give and has to come back on the following day.,2023-04-15
Gi,3,US,5,Excellent services,No review text,2023-05-05
Edgardo Pintado,3,US,5,Is really fast,This is very fast and efficient,2023-05-05
Kenia,1,US,3,When am I getting my refund back?,No review text,2023-05-02
Gibrilo,1,NL,5,It's very helpful,"It's very helpful, fast and easy.",2023-04-30
Bernadette,1,US,4,My experience was great but I would…,My experience was great but I would like to delete the old cards instead of adding new ones.Thank you,2023-05-04
Ama,1,US,5,Your service fast and accurate the receiver received the money within a few minutes,I love everything about moneygram is fast and accurate,2023-05-09
